item_id,name,category_name,description,taxonomy_levels,search_key,images
da31f1b7-4dcb-4005-9653-ced8e093aedf,Café Sabor Tradicional União 250g,Matinais,Embalagem 250g,"['MERCEARIA', 'CAFE_CHAS_ACHOCOLATADOS', 'CAFE_MOIDO']",Café Sabor Tradicional União 250g Matinais Embalagem 250g MERCEARIA CAFE_CHAS_ACHOCOLATADOS CAFE_MOIDO,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202307181132_ddnodvnwesb.jpg']
e8abf272-0698-4b9d-bf09-4825d6429bdd,Biscoito Amanteigado de Chocolate Marilan 280g,Biscoitos e Salgadinhos,Embalagem 280g,"['MERCEARIA', 'BISCOITOS_SNACKS', 'BISCOITOS']",Biscoito Amanteigado de Chocolate Marilan 280g Biscoitos e Salgadinhos Embalagem 280g MERCEARIA BISCOITOS_SNACKS BISCOITOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202311221056_n9pyyw7xt4l.jpg']
f6370355-d21a-4d8a-b055-fa0e781e1089,Queijo Minas Padrão Light Tirolez,Frios e Laticínios,Compra por peso,"['FRIOS_LATICINIOS', 'QUEIJOS', 'QUEIJO_MINAS']",Queijo Minas Padrão Light Tirolez Frios e Laticínios Compra por peso FRIOS_LATICINIOS QUEIJOS QUEIJO_MINAS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192135_xkkafkd3zuf.jpg']
ffb636d6-7dc8-4eac-9183-ed9afd743e40,Chocolate Caribe Garoto 28g,Doces e Sobremesas,Embalagem 28g,"['BOMBONIERE', 'CHOCOLATES', 'BARRAS']",Chocolate Caribe Garoto 28g Doces e Sobremesas Embalagem 28g BOMBONIERE CHOCOLATES BARRAS,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201222_9cwdbmu7hes.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201222_m6n6fj8abi7.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201222_3yneqn2399l.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202402201222_wanre0xq37a.jpeg']"
ae93ed62-2ca9-4b41-9073-d3d225005acf,Sundae Morango,Sundae,"A medida certa entre cobertura de morango e bebida láctea sabor baunilha que pode fazer você viver uma experiência explosiva, além de amendoins crocantes. Desfrute dessa combinação perfeita!","['ALIMENTOS_PREPARADOS', 'SORVETES_ACAIS_FRUTAS', 'SORVETES']","Sundae Morango Sundae A medida certa entre cobertura de morango e bebida láctea sabor baunilha que pode fazer você viver uma experiência explosiva, além de amendoins crocantes. Desfrute dessa combinação perfeita! ALIMENTOS_PREPARADOS SORVETES_ACAIS_FRUTAS SORVETES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/4da3a318-715e-49c0-b918-3a11a18f1ac5/202410220444_bjoh8c96l1j.png']
a12e4dfe-1c6b-44f7-9dbc-917aacae053b,Brownie Ninho,Brownie,"Brownie feito feito com cacau, chocolate Nobre ao leite recheado de brigadeiro de Ninho, coberto com recheio. Decorado com Kit Kat e confeitos","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BROWNIES']","Brownie Ninho Brownie Brownie feito feito com cacau, chocolate Nobre ao leite recheado de brigadeiro de Ninho, coberto com recheio. Decorado com Kit Kat e confeitos ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BROWNIES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/4dbf9823-f480-4388-944a-1641d0c561db/202410151752_W0R4_.jpeg']
e91fa7e4-ddb2-4d25-95fd-f6a3f2472b41,Batata com Cheddar e Bacon,Batatas #Irresistiveis,Sabor de respeito e muita suculência. Aproximadamente 450g de batata frita servida com Bacon e Cheddar Derretido. Uma combinação que conquista no primeiro garfo.,"['ALIMENTOS_PREPARADOS', 'PRATOS', 'BATATAS_PREPARADAS']",Batata com Cheddar e Bacon Batatas #Irresistiveis Sabor de respeito e muita suculência. Aproximadamente 450g de batata frita servida com Bacon e Cheddar Derretido. Uma combinação que conquista no primeiro garfo. ALIMENTOS_PREPARADOS PRATOS BATATAS_PREPARADAS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/4deb0fbc-23ce-4182-be0e-287b603ad8ea/202504191342_O31M_i.jpg']
35f6458d-d30b-4c04-8f55-dd030b576caa,Suco Néctar Pêssego Vittal Lata 290ml,Bebidas,Lata 290ml,"['BEBIDAS', 'SUCOS_VITAMINAS_SMOOTHIES', 'SUCOS_VITAMINAS_SMOOTHIES']",Suco Néctar Pêssego Vittal Lata 290ml Bebidas Lata 290ml BEBIDAS SUCOS_VITAMINAS_SMOOTHIES SUCOS_VITAMINAS_SMOOTHIES,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202301161630_tr6aukjebbp.jpg']
6ca5c3f9-b5c9-4ac5-861d-ac5cf3b2ad55,Creme Dental Colgate Total Clean Mint 90g,Higiene e Beleza,,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_BUCAL', 'CREME_GEL_DENTAL']",Creme Dental Colgate Total Clean Mint 90g Higiene e Beleza BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_BUCAL CREME_GEL_DENTAL,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202412261344_by7dtzika2o.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202412261344_jlixovoplvm.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202412261344_rkcrvt1mui.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202412261344_uwsecve3zfn.png']"
a8a9d231-5afd-47d1-9c3e-d1bec3736563,Termometro Digital Clinico Hc070 Multilaser,Aparelhos e Testes,Unidade 1un,"['ELETRO_E_ELETRONICOS', 'OUTROS', 'OUTROS']",Termometro Digital Clinico Hc070 Multilaser Aparelhos e Testes Unidade 1un ELETRO_E_ELETRONICOS OUTROS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192250_4dunahkle1s.jpg']
ed681df4-207a-484d-9e6d-cc2fbe9f06b9,Fiasp 100u/Ml Novo Nordisk Caixa com Carpule com 3ml de Solução de Uso Subcutâneo + 1 Sistema de Aplicação,Medicamentos,Caixa 3ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Fiasp 100u/Ml Novo Nordisk Caixa com Carpule com 3ml de Solução de Uso Subcutâneo + 1 Sistema de Aplicação Medicamentos Caixa 3ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210190530_fd2okzn5ulk.jpg']
b32dee09-7bbd-40ac-bdab-a90fd57d9068,Refrigerante H2oh Limão 500 Ml,Refrigerante-Suco-Agua,Garrafa Z500 Ml,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_LIMAO']",Refrigerante H2oh Limão 500 Ml Refrigerante-Suco-Agua Garrafa Z500 Ml BEBIDAS REFRIGERANTES REFRIGERANTE_LIMAO,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192219_tnxusiopglo.jpg']
3b451ff4-1b29-4bf6-978e-c1c370768ed6,Queijo cheddar americano,Adicionais,,"['FRIOS_LATICINIOS', 'QUEIJOS', 'QUEIJO_CHEDDAR']",Queijo cheddar americano Adicionais FRIOS_LATICINIOS QUEIJOS QUEIJO_CHEDDAR,['https://static.ifood-static.com.br/image/upload/t_low/pratos/4e9cd5e2-3889-41f1-ac17-a703e4daff60/202201162039_6J3R_i.jpg']
8f13ede6-a767-47b1-89df-61be4dc45053,Torta de Bacalhau,City Tortas,500 gramas,"['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'TORTAS']",Torta de Bacalhau City Tortas 500 gramas ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES TORTAS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/4ea6c074-8ed2-486c-a85a-d28f150a0fa7/202501151122_103V_i.jpg']
3538f5cb-d3af-4fa6-8867-6890010da821,Fralda-Calça Confort Tamanho Xg Hiper Pacotão Flock Baby 48un,Mamãe e Bebê,Embalagem 48un,"['BEBE', 'TROCA_DE_FRALDAS', 'FRALDAS_INFANTIS']",Fralda-Calça Confort Tamanho Xg Hiper Pacotão Flock Baby 48un Mamãe e Bebê Embalagem 48un BEBE TROCA_DE_FRALDAS FRALDAS_INFANTIS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202308011739_kfie86e29ed.jpg']
60d7551e-956a-48ae-99e8-5e4537826cca,"Cloridrato de Naratriptana 2,5mg Medley Caixa Com 10 Comprimidos",Medicamentos,,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']","Cloridrato de Naratriptana 2,5mg Medley Caixa Com 10 Comprimidos Medicamentos SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202403011047_ct97u3sx526.png']
c11686cf-0fcc-4df4-b2e5-b89481d28a8f,Espacador Universal Biopress 3 Mascaras,Saúde e Bem-Estar,,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'CUIDADOS_CABELO', 'HIDRATACAO_TRATAMENTO_CAPILAR']",Espacador Universal Biopress 3 Mascaras Saúde e Bem-Estar BELEZA_ESTETICA_HIGIENE_PESSOAL CUIDADOS_CABELO HIDRATACAO_TRATAMENTO_CAPILAR,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202411221857_c62gt5roual.jpeg']
bd5145fb-323c-4d29-9b02-2657ac6e5d94,Favorite a nossa loja!!,Avisos importantes!!!!,Aperte no coração S2 - Quem favorita nossa loja pode ganhar descontos exclusivos.,"['OUTROS', 'OUTROS', 'OUTROS']",Favorite a nossa loja!! Avisos importantes!!!! Aperte no coração S2 - Quem favorita nossa loja pode ganhar descontos exclusivos. OUTROS OUTROS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/4ebeaea6-d379-4f12-8f84-caa53257b1e7/202412190924_Q02R_i.jpg']
82cf9255-e3c5-4611-b310-97721bbe87c1,Combo notório 24 peças,Combinados,"5 sashimis de salmão, 
4 Joe de salmão com cream cheese e gergelim, 
3 niguiri skin com cream cheese e limão, 
4 uramaki Skin com salmão fresco por cima,
 4 Joe maçaricado com salmão empanado e frito e
4 hossomaki grelhado com couve crispy.
Obs. Não trocamos itens.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'SUSHIS_SASHIMIS_TEMAKIS']","Combo notório 24 peças Combinados 5 sashimis de salmão, 
4 Joe de salmão com cream cheese e gergelim, 
3 niguiri skin com cream cheese e limão, 
4 uramaki Skin com salmão fresco por cima,
 4 Joe maçaricado com salmão empanado e frito e
4 hossomaki grelhado com couve crispy.
Obs. Não trocamos itens. ALIMENTOS_PREPARADOS PRATOS SUSHIS_SASHIMIS_TEMAKIS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/4f21411b-0f3e-4505-b321-9c0e4765ede5/202111121859_TS8T_i.jpg']
61344c26-90a4-4687-bfaa-a55dfba32fef,Empanada de Frango Cremoso,Salgados & Waffle,Massa tradicional de pastel assado com recheio super saboroso e cremoso de frango desfiado.,"['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'PASTEIS']",Empanada de Frango Cremoso Salgados & Waffle Massa tradicional de pastel assado com recheio super saboroso e cremoso de frango desfiado. ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS PASTEIS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/4f57d46e-8cce-40dc-8481-77b4054e487b/202412281424_QVYG_i.jpg']
330cfe6b-cd96-44bb-b256-9eabd5e1f7c5,54. Delícia de leite ll,Bolos brancos pedaço,"Bolo branco, recheios de mousse branca com leite em pó, cobertura de mousse branca, raspas de chocolate branco, leite em pó e cerejas. Opção de bolo para aniversário.","['ALIMENTOS_PREPARADOS', 'BOLOS_TORTAS_FONDUES', 'BOLOS']","54. Delícia de leite ll Bolos brancos pedaço Bolo branco, recheios de mousse branca com leite em pó, cobertura de mousse branca, raspas de chocolate branco, leite em pó e cerejas. Opção de bolo para aniversário. ALIMENTOS_PREPARADOS BOLOS_TORTAS_FONDUES BOLOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/52908010-5a67-4673-8a54-dbadc7de4706/201907031225_73861699.jpg']
86d6ee79-e62e-487b-847a-c89a976a5711,Refrigerante Coca Cola Zero Açúcares Lata 350ml,Bebidas,Lata 350ml,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_COLA']",Refrigerante Coca Cola Zero Açúcares Lata 350ml Bebidas Lata 350ml BEBIDAS REFRIGERANTES REFRIGERANTE_COLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202310111854_zamu74bmje.jpg']
4e368ebd-ccb6-41c8-b2fb-0700d72b906f,Needs Absorventes para Seios Toque Suave Leve 30un Pague 24un,Mamãe e Bebê,Caixa 30un,"['BEBE', 'AMAMENTACAO', 'ABSORVENTE_SEIOS']",Needs Absorventes para Seios Toque Suave Leve 30un Pague 24un Mamãe e Bebê Caixa 30un BEBE AMAMENTACAO ABSORVENTE_SEIOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210202238_1rs6j1j5tqe.jpg']
55c6ae10-60fd-4bbf-8b24-66f644a5a013,Açaí no copo 400ml,Monte do seu jeito!,"Presenteamos você com nosso 'Açaí no copo 400ml', uma opção que permite a liberdade de montar ao seu gosto. Nosso açaí tradicional, conhecido pela sua qualidade superior e sabor inconfundível, é servido em um copo generoso de 400ml, ideal para satisfazer aquela vontade de um doce natural e nutritivo. Seja criativo e monte do seu jeito, criando uma combinação perfeita para o seu paladar. Uma experiência única e deliciosa que só o nosso Açaí no copo 400ml pode proporcionar!","['ALIMENTOS_PREPARADOS', 'SORVETES_ACAIS_FRUTAS', 'ACAIS']","Açaí no copo 400ml Monte do seu jeito! Presenteamos você com nosso 'Açaí no copo 400ml', uma opção que permite a liberdade de montar ao seu gosto. Nosso açaí tradicional, conhecido pela sua qualidade superior e sabor inconfundível, é servido em um copo generoso de 400ml, ideal para satisfazer aquela vontade de um doce natural e nutritivo. Seja criativo e monte do seu jeito, criando uma combinação perfeita para o seu paladar. Uma experiência única e deliciosa que só o nosso Açaí no copo 400ml pode proporcionar! ALIMENTOS_PREPARADOS SORVETES_ACAIS_FRUTAS ACAIS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/4fe10c57-7a50-4727-8966-0034e52fd699/202504161455_66E8_i.jpg']
b380f70a-43f4-420e-b29c-4f9bf9216c83,Eskibon Clássico 48g,Favoritos,Deliciosa barra de sorvete de baunilha coberta por uma casquinha irresistível de chocolate.,"['ALIMENTOS_PREPARADOS', 'SORVETES_ACAIS_FRUTAS', 'SORVETES']",Eskibon Clássico 48g Favoritos Deliciosa barra de sorvete de baunilha coberta por uma casquinha irresistível de chocolate. ALIMENTOS_PREPARADOS SORVETES_ACAIS_FRUTAS SORVETES,['https://static.ifood-static.com.br/image/upload/t_low/pratos/55bd23ed-5240-4a58-8db0-cc3e293c7134/202409201313_EV1B_i.jpg']
d78f7b5a-466e-4ca8-8dd9-6c050c9bd671,Uramaki califórnia,Uramakis,"8 unidades, kani, manga e pepino.","['ALIMENTOS_PREPARADOS', 'PRATOS', 'SUSHIS_SASHIMIS_TEMAKIS']","Uramaki califórnia Uramakis 8 unidades, kani, manga e pepino. ALIMENTOS_PREPARADOS PRATOS SUSHIS_SASHIMIS_TEMAKIS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/506ec5b3-68f7-4d48-a29d-f951404314c2/202208022224_A2I6_i.jpg']
9100b578-6e63-4d7a-b09b-070a0e4b3671,McOferta Média Clássica + McFlurry Kitkat Chocolate com Coco,Lançamentos,"Nesta composição você leva uma McOferta Média Clássica, entre as opções: Big Mac, Cheddar McMelt, Quarterão com Queijo ou McChicken + 1 McFlurry Kitkat Chocolate com Coco","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","McOferta Média Clássica + McFlurry Kitkat Chocolate com Coco Lançamentos Nesta composição você leva uma McOferta Média Clássica, entre as opções: Big Mac, Cheddar McMelt, Quarterão com Queijo ou McChicken + 1 McFlurry Kitkat Chocolate com Coco ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/50a3daa7-6b66-4319-a7b8-f3b98ef7de01/202503180434_8lnnsxmfpji.png']
aacdf6a4-49b2-4d82-8653-8acfc6da5930,Coca-Cola Original 200ml,Refrigerantes,Garrafa 200ml,"['BEBIDAS', 'REFRIGERANTES', 'REFRIGERANTE_COLA']",Coca-Cola Original 200ml Refrigerantes Garrafa 200ml BEBIDAS REFRIGERANTES REFRIGERANTE_COLA,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210180558_721qub5e04q.jpg']
d9198446-8121-4a96-8fcf-6ea1746ca450,Cerveja Antarctica 350ml Lata Pack com 18 Unidades.,Geladas em Promoção,Produto para maiores de 18 anos,"['BEBIDAS', 'CERVEJAS', 'CERVEJAS_TRADICIONAIS']",Cerveja Antarctica 350ml Lata Pack com 18 Unidades. Geladas em Promoção Produto para maiores de 18 anos BEBIDAS CERVEJAS CERVEJAS_TRADICIONAIS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202310102052_zc853yulmz.jpg']
2746e287-35ec-41f8-a340-71a5eb0b8fdb,Coxinha de frango com Catupiry,Salgados,"Uma coxinha de frango com Catupiry irresistível.
 A combinação perfeita entre o frango desfiado você vai se encantar com a cremosidade do recheio, que vai te conquistar a cada mordida.","['ALIMENTOS_PREPARADOS', 'SALGADINHOS_APERITIVOS', 'COXINHAS']","Coxinha de frango com Catupiry Salgados Uma coxinha de frango com Catupiry irresistível.
 A combinação perfeita entre o frango desfiado você vai se encantar com a cremosidade do recheio, que vai te conquistar a cada mordida. ALIMENTOS_PREPARADOS SALGADINHOS_APERITIVOS COXINHAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/51549080-a7d5-430c-b1d7-ba8078aa544c/202501281430_MB81_i.jpg']
013c954b-5094-4511-85cd-51418acdb89f,Suplemento Alimentar 2 Gravidez Femibion P&G 28 Comprimidos,Suplementos e Vitaminas,Caixa 28cpr,"['SAUDE_E_BEM_ESTAR', 'SUPLEMENTOS_VITAMINAS', 'SUPLEMENTOS']",Suplemento Alimentar 2 Gravidez Femibion P&G 28 Comprimidos Suplementos e Vitaminas Caixa 28cpr SAUDE_E_BEM_ESTAR SUPLEMENTOS_VITAMINAS SUPLEMENTOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202308111117_66yjrbznemf.jpg']
18b6b43d-d2b5-41bc-942d-8b2330d94fc2,Creme Dermatológico Cetoconazol 20mg/g Cimed 30g,Medicamentos,,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Creme Dermatológico Cetoconazol 20mg/g Cimed 30g Medicamentos SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202401121038_24xeyiqx7it.png']
2fe90f11-f48a-4f2c-a20e-af945108ee9e,Enxaguante Bucal Colgate Plax Fresh Mint 500ml,Higiene e Beleza,,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_BUCAL', 'ENXAGUANTE_ANTISSEPTICO_BUCAL']",Enxaguante Bucal Colgate Plax Fresh Mint 500ml Higiene e Beleza BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_BUCAL ENXAGUANTE_ANTISSEPTICO_BUCAL,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407150907_jr1ioh0174k.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407150907_bi2gw7rs035.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407150907_09qoku7o9c37.jpeg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202407150907_0h8mtdof819.jpeg']"
4c472aa5-7cc0-4d3b-8ba5-4e99b3a18317,Seki Xarope Zambon com 120ml,Medicamentos,Caixa 120ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Seki Xarope Zambon com 120ml Medicamentos Caixa 120ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192354_6ho9ihfpmir.jpg']
72d6095d-b859-43fa-8c81-d1fed415d4e3,"Clotrimazol + Acetato de Dexametasona 10mg/g + 0,4mg/g Germed Pharma 40g",Medicamentos,Caixa 40g,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']","Clotrimazol + Acetato de Dexametasona 10mg/g + 0,4mg/g Germed Pharma 40g Medicamentos Caixa 40g SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202410101449_7rtxcxrhikb.png']
87fc7fd9-0911-4144-9de1-7d1a1407b311,Dipirona Sódica Gotas 500mg Ems com 10ml,Medicamentos,Caixa 10ml,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Dipirona Sódica Gotas 500mg Ems com 10ml Medicamentos Caixa 10ml SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210192320_7ogtr4805oa.jpg']
9a32e939-e44f-4e39-8024-c48ec16b37d6,Pastilha Drops Gengibre Vick 20 Unidades,Medicamentos,,"['OUTROS', 'OUTROS', 'OUTROS']",Pastilha Drops Gengibre Vick 20 Unidades Medicamentos OUTROS OUTROS OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202405161012_eot9jldxu4o.jpeg']
b72b56e2-d6a4-4a5f-b592-0a8fbe31cc08,Fralda Descartavel Babysec Xg Ultra-Sec Mega 30un,Mamãe e Bebê,,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_INTIMA', 'FRALDA_GERIATRICA']",Fralda Descartavel Babysec Xg Ultra-Sec Mega 30un Mamãe e Bebê BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_INTIMA FRALDA_GERIATRICA,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202211241538_a0wifxbp9kc.jpg', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202211241538_k7y682c9o79.jpg']"
d5d8c8f6-5aac-4d9c-b45b-7e38016174bd,Gel Lubrificante Íntimo 100% Natural Original H2O Jontex Naturals 100g,Saúde e Bem-Estar,Embalagem 100g,"['BELEZA_ESTETICA_HIGIENE_PESSOAL', 'HIGIENE_INTIMA', 'OUTROS']",Gel Lubrificante Íntimo 100% Natural Original H2O Jontex Naturals 100g Saúde e Bem-Estar Embalagem 100g BELEZA_ESTETICA_HIGIENE_PESSOAL HIGIENE_INTIMA OUTROS,['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210190539_78h3ye1lvuv.jpg']
f7fa28ea-2121-4e41-90c0-13c1e09a5643,Novalgina Infantil Copo Solução 100ml Dipirona,Medicamentos,,"['SAUDE_E_BEM_ESTAR', 'MEDICAMENTOS', 'ALOPATICOS']",Novalgina Infantil Copo Solução 100ml Dipirona Medicamentos SAUDE_E_BEM_ESTAR MEDICAMENTOS ALOPATICOS,"['https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202501282129_i5swhvzz9d.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202501282129_svq99xi4hx.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202404221747_l5fdexa15u.png', 'https://static.ifood-static.com.br/image/upload/t_low/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202404221747_fjhkyjlvi05.png']"
e12ecec6-dd78-47fe-a600-2a17a8185330,Combo 2 Parmegianas de Frango,Combos Irresistíveis,"Duas vezes mais sabor! Clássico parmegiana de Frango à milanesa, acompanhada de muçarela derretida e molho de tomate (tomate, vinho branco, erva de provence, pimenta do reino e azeite). (Peso aproximado: 1030g)#Parmegiana #FrangoÀMilanesa #Muçarela #MolhoDeTomate #Gastronomia #ComidaCaseira #Sabor #Receita #Delícia #FoodLovers #Culinária #PratoTradicional #Almoço #Jantar #Gourmet","['ALIMENTOS_PREPARADOS', 'PRATOS', 'PARMEGIANAS']","Combo 2 Parmegianas de Frango Combos Irresistíveis Duas vezes mais sabor! Clássico parmegiana de Frango à milanesa, acompanhada de muçarela derretida e molho de tomate (tomate, vinho branco, erva de provence, pimenta do reino e azeite). (Peso aproximado: 1030g)#Parmegiana #FrangoÀMilanesa #Muçarela #MolhoDeTomate #Gastronomia #ComidaCaseira #Sabor #Receita #Delícia #FoodLovers #Culinária #PratoTradicional #Almoço #Jantar #Gourmet ALIMENTOS_PREPARADOS PRATOS PARMEGIANAS",['https://static.ifood-static.com.br/image/upload/t_low/pratos/30d7c9e5-df0e-4142-9fbf-04736953ddf5/202403271529_R186_i.jpg']
a440a5f1-caca-4e9c-9b27-bf035dc19475,Combo Chicken Bacon,Combo Artesanal,"Pão de Brioche, Um delicioso Filé de Frango empanado, 1 Queijo Prato, Bacon, Molho Cheddar, Alface, Cebola Roxa e Maionese da casa. Acompanha batata Pequena e Bebida de 350ml.","['ALIMENTOS_PREPARADOS', 'SANDUICHES', 'HAMBURGUERES']","Combo Chicken Bacon Combo Artesanal Pão de Brioche, Um delicioso Filé de Frango empanado, 1 Queijo Prato, Bacon, Molho Cheddar, Alface, Cebola Roxa e Maionese da casa. Acompanha batata Pequena e Bebida de 350ml. ALIMENTOS_PREPARADOS SANDUICHES HAMBURGUERES",['https://static.ifood-static.com.br/image/upload/t_low/pratos/52158734-82bc-462d-8edd-ed33bd603e23/202404132152_J237_i.jpg']
